model,mode,scenario_id,category,expected,predicted,false_positives,false_negatives,invalid_finding_count,parse_success,abstained,latency_ms
qwen2.5:7b,retrieval_grounded,mixed-000,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,"AE-R002@components[0].id, components[4].id; AE-R004@wires[1].target.pin_id, wires[2].source.pin_id, wires[3].source.pin_id, wires[4].source.pin_id, wires[6].target.pin_id; AE-R005@wires[1].requirement_ids, wires[3].requirement_ids, wires[4].requirement_ids, wires[6].requirement_ids","AE-R002@components[0].id, components[4].id; AE-R004@wires[1].target.pin_id, wires[2].source.pin_id, wires[3].source.pin_id, wires[4].source.pin_id, wires[6].target.pin_id; AE-R005@wires[1].requirement_ids, wires[3].requirement_ids, wires[4].requirement_ids, wires[6].requirement_ids",AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,140449.90490000055
qwen2.5:7b,retrieval_grounded,mixed-001,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,AE-R002@components[1].id; AE-R004@wires[0].target; AE-R005@wires[3].requirement_ids,AE-R004@wires[0].target; AE-R005@wires[3].requirement_ids,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,True,False,112743.76450001728
qwen2.5:7b,retrieval_grounded,mixed-002,mixed_fault,AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,"AE-R002@components[0].id, components[4].id; AE-R004@wires[0].target, wires[1].source, wires[5].source; AE-R005@wires[2].requirement_ids, wires[3].requirement_ids, wires[4].requirement_ids","AE-R002@components[0].id, components[4].id; AE-R004@wires[0].target, wires[1].source, wires[5].source; AE-R005@wires[2].requirement_ids, wires[3].requirement_ids, wires[4].requirement_ids",AE-R002@components[1].id; AE-R003@wires[0].target.pin_id; AE-R005@wires[2].requirement_ids,0,True,False,133137.28990001255
qwen2.5:7b,retrieval_grounded,mixed-003,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,,,AE-R001@components[0].part_number; AE-R004@wires[1]; AE-R005@wires[2].requirement_ids,0,False,True,287274.18969999417
qwen2.5:7b,retrieval_grounded,mixed-004,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],AE-R002@components[5]; AE-R004@wires[6],AE-R002@components[5]; AE-R004@wires[6],AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id; AE-R004@wires[1],0,True,False,103321.97310001357
qwen2.5:7b,retrieval_grounded,mixed-005,mixed_fault,AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,AE-R002@components[0]; AE-R004@wires[6]; AE-R005@wires[6],AE-R002@components[0]; AE-R004@wires[6]; AE-R005@wires[6],AE-R001@components[0].part_number; AE-R002@components[1].id; AE-R003@wires[0].target.pin_id,0,True,False,135038.4783000045
qwen2.5:7b,retrieval_grounded,mixed-006,mixed_fault,AE-R002@components[1].id; AE-R004@wires[1],AE-R002@components[0]; AE-R002@components[1]; AE-R002@components[4]; AE-R002@components[5],AE-R002@components[0]; AE-R002@components[1]; AE-R002@components[4]; AE-R002@components[5],AE-R002@components[1].id; AE-R004@wires[1],0,True,False,159530.22399998736
qwen2.5:7b,retrieval_grounded,mixed-007,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],"AE-R002@components[0].id, components[4].id, components[8].id, components[12].id; AE-R005@wires[0].requirement_ids, wires[2].requirement_ids, wires[4].requirement_ids","AE-R002@components[0].id, components[4].id, components[8].id, components[12].id; AE-R005@wires[0].requirement_ids, wires[2].requirement_ids, wires[4].requirement_ids",AE-R001@components[0].part_number; AE-R004@wires[1],0,True,False,136800.03879999276
qwen2.5:7b,retrieval_grounded,mixed-008,mixed_fault,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target; AE-R004@wires[2].source.pin_id; wires[2].target.pin_id; AE-R005@wires[1].requirement_ids; wires[3].requirement_ids; wires[4].requirement_ids; wires[5].requirement_ids,AE-R003@wires[0].target; AE-R004@wires[2].source.pin_id; wires[2].target.pin_id; AE-R005@wires[1].requirement_ids; wires[3].requirement_ids; wires[4].requirement_ids; wires[5].requirement_ids,AE-R001@components[0].part_number; AE-R003@wires[0].target.pin_id,0,True,False,119797.13960000663
qwen2.5:7b,retrieval_grounded,mixed-009,mixed_fault,AE-R001@components[0].part_number; AE-R004@wires[1],,,AE-R001@components[0].part_number; AE-R004@wires[1],0,False,True,280396.1955999839
qwen2.5:7b,retrieval_grounded,single-ae-r001-000,single_fault,AE-R001@components[0].part_number,AE-R001@components[4].part_number; AE-R001@components[7].part_number,AE-R001@components[4].part_number; AE-R001@components[7].part_number,AE-R001@components[0].part_number,0,True,False,85558.54069998895
qwen2.5:7b,retrieval_grounded,single-ae-r001-001,single_fault,AE-R001@components[0].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[3].part_number; AE-R001@components[6].part_number,AE-R001@components[0].part_number,0,True,False,92721.02620000078
qwen2.5:7b,retrieval_grounded,single-ae-r001-002,single_fault,AE-R001@components[0].part_number,,,AE-R001@components[0].part_number,0,False,True,293651.79380000336
qwen2.5:7b,retrieval_grounded,single-ae-r001-003,single_fault,AE-R001@components[0].part_number,AE-R001@components[0].id; AE-R001@components[2].id; AE-R001@components[4].id; AE-R001@components[6].id; AE-R001@components[8].id,AE-R001@components[0].id; AE-R001@components[2].id; AE-R001@components[4].id; AE-R001@components[6].id; AE-R001@components[8].id,AE-R001@components[0].part_number,0,True,False,151672.40030001267
qwen2.5:7b,retrieval_grounded,single-ae-r001-004,single_fault,AE-R001@components[0].part_number,AE-R001@components[5].part_number; AE-R001@components[6].part_number; AE-R001@components[7].part_number,AE-R001@components[5].part_number; AE-R001@components[6].part_number; AE-R001@components[7].part_number,AE-R001@components[0].part_number,0,True,False,99330.36809999612
qwen2.5:7b,retrieval_grounded,single-ae-r002-000,single_fault,AE-R002@components[1].id,"AE-R002@components[1].id, components[4].id, components[6].id, components[9].id; AE-R002@components[2].id, components[5].id, components[7].id, components[10].id","AE-R002@components[1].id, components[4].id, components[6].id, components[9].id; AE-R002@components[2].id, components[5].id, components[7].id, components[10].id",AE-R002@components[1].id,0,True,False,120172.49000001175
qwen2.5:7b,retrieval_grounded,single-ae-r002-001,single_fault,AE-R002@components[1].id,"AE-R002@components[0].id, components[4].id","AE-R002@components[0].id, components[4].id",AE-R002@components[1].id,0,True,False,72807.55530000897
qwen2.5:7b,retrieval_grounded,single-ae-r002-002,single_fault,AE-R002@components[1].id,"AE-R002@components[1].id, components[4].id, components[6].id, components[9].id","AE-R002@components[1].id, components[4].id, components[6].id, components[9].id",AE-R002@components[1].id,0,True,False,88268.42090001446
qwen2.5:7b,retrieval_grounded,single-ae-r002-003,single_fault,AE-R002@components[1].id,"AE-R002@components[1].id, components[4].id, components[6].id; AE-R002@components[2].id, components[5].id, components[7].id","AE-R002@components[1].id, components[4].id, components[6].id; AE-R002@components[2].id, components[5].id, components[7].id",AE-R002@components[1].id,0,True,False,107369.08949998906
qwen2.5:7b,retrieval_grounded,single-ae-r002-004,single_fault,AE-R002@components[1].id,"AE-R002@components[0].id, components[1].id, components[3].id, components[5].id, components[7].id","AE-R002@components[0].id, components[1].id, components[3].id, components[5].id, components[7].id",AE-R002@components[1].id,0,True,False,90290.7705999969
qwen2.5:7b,retrieval_grounded,single-ae-r003-000,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target; AE-R005@wires[2].requirement_ids,AE-R003@wires[0].target; AE-R005@wires[2].requirement_ids,AE-R003@wires[0].target.pin_id,0,True,False,88955.08230000269
qwen2.5:7b,retrieval_grounded,single-ae-r003-001,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target,AE-R003@wires[0].target,AE-R003@wires[0].target.pin_id,0,True,False,78400.57309999247
qwen2.5:7b,retrieval_grounded,single-ae-r003-002,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target,AE-R003@wires[0].target,AE-R003@wires[0].target.pin_id,0,True,False,74661.35290000238
qwen2.5:7b,retrieval_grounded,single-ae-r003-003,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target,AE-R003@wires[0].target,AE-R003@wires[0].target.pin_id,0,True,False,83696.40179999988
qwen2.5:7b,retrieval_grounded,single-ae-r003-004,single_fault,AE-R003@wires[0].target.pin_id,AE-R003@wires[0].target; AE-R003@wires[4].target; AE-R003@wires[6].target,AE-R003@wires[0].target; AE-R003@wires[4].target; AE-R003@wires[6].target,AE-R003@wires[0].target.pin_id,0,True,False,107112.45119999512
qwen2.5:7b,retrieval_grounded,single-ae-r004-000,single_fault,AE-R004@wires[1],AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[2].source.component_id; AE-R004@wires[3].source.component_id; AE-R004@wires[4].source.component_id; AE-R004@wires[6].source.component_id,AE-R004@wires[1],0,True,False,189401.53400000418
qwen2.5:7b,retrieval_grounded,single-ae-r004-001,single_fault,AE-R004@wires[1],AE-R004@wires[3].target; AE-R004@wires[5].source,AE-R004@wires[3].target; AE-R004@wires[5].source,AE-R004@wires[1],0,True,False,89801.24790000264
qwen2.5:7b,retrieval_grounded,single-ae-r004-002,single_fault,AE-R004@wires[1],AE-R004@wires[0].source; AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R004@wires[4].source; AE-R004@wires[5].source; AE-R004@wires[6].source,AE-R004@wires[0].source; AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R004@wires[4].source; AE-R004@wires[5].source; AE-R004@wires[6].source,AE-R004@wires[1],0,True,False,158460.03580000252
qwen2.5:7b,retrieval_grounded,single-ae-r004-003,single_fault,AE-R004@wires[1],AE-R004@wires[1].target; AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R004@wires[5].source; AE-R004@wires[6].source,AE-R004@wires[1].target; AE-R004@wires[2].source; AE-R004@wires[3].source; AE-R004@wires[5].source; AE-R004@wires[6].source,AE-R004@wires[1],0,True,False,150903.98939998704
qwen2.5:7b,retrieval_grounded,single-ae-r004-004,single_fault,AE-R004@wires[1],AE-R004@wires[W-0084-02]; AE-R004@wires[W-0084-03]; AE-R004@wires[W-0084-04],AE-R004@wires[W-0084-02]; AE-R004@wires[W-0084-03]; AE-R004@wires[W-0084-04],AE-R004@wires[1],0,True,False,127740.73570000473
qwen2.5:7b,retrieval_grounded,single-ae-r005-000,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[6].requirement_ids,AE-R005@wires[6].requirement_ids,,0,True,False,84704.94830000098
qwen2.5:7b,retrieval_grounded,single-ae-r005-002,single_fault,AE-R005@wires[2].requirement_ids,"AE-R004@wires[3].source.pin_id,wires[3].target.pin_id; AE-R004@wires[5].source.pin_id,wires[5].target.pin_id; AE-R004@wires[6].source.pin_id,wires[6].target.pin_id; AE-R005@wires[2].requirement_ids","AE-R004@wires[3].source.pin_id,wires[3].target.pin_id; AE-R004@wires[5].source.pin_id,wires[5].target.pin_id; AE-R004@wires[6].source.pin_id,wires[6].target.pin_id",,0,True,False,132735.52780001773
qwen2.5:7b,retrieval_grounded,single-ae-r005-003,single_fault,AE-R005@wires[2].requirement_ids,AE-R005@wires[2].requirement_ids; AE-R005@wires[5].requirement_ids,AE-R005@wires[5].requirement_ids,,0,True,False,90371.08379998244
